X,Y,Unique Squirrel ID,Hectare,Shift,Date,Hectare Squirrel Number,Age,Primary Fur Color,Highlight Fur Color,Combination of Primary and Highlight Color,Color notes,Location,Above Ground Sighter Measurement,Specific Location,Running,Chasing,Climbing,Eating,Foraging,Other Activities,Kuks,Quaas,Moans,Tail flags,Tail twitches,Approaches,Indifferent,Runs from,Other Interactions,Lat/Long
-73.9757249834141,40.7697032606755,5D-PM-1018-05,05D,PM,10182018,5,Juvenile,Gray,,Gray+,,Above Ground,3,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9757249834141 40.7697032606755)
-73.9655905300923,40.7752614638023,14I-PM-1018-06,14I,PM,10182018,6,Adult,Cinnamon,Black,Cinnamon+Black,,Above Ground,2,,true,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9655905300923 40.7752614638023)
-73.9764235373322,40.770606513989,5C-PM-1010-11,05C,PM,10102018,11,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.97642353733221 40.770606513989)
-73.9548877830136,40.7950157489103,38F-AM-1018-04,38F,AM,10182018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.95488778301362 40.7950157489103)
-73.9596375907038,40.7907347708353,32E-AM-1007-05,32E,AM,10072018,5,Adult,Black,,Black+,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9596375907038 40.79073477083531)
-73.9558589529608,40.7892400394941,32H-PM-1006-02,32H,PM,10062018,2,,Gray,,Gray+,,Above Ground,8,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9558589529608 40.7892400394941)
-73.9719036217446,40.7803588122409,17A-AM-1017-01,17A,AM,10172018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,3,ground & tree,true,false,true,false,true,,false,false,false,false,true,false,false,true,,POINT (-73.9719036217446 40.7803588122409)
-73.976730206737,40.773709213914,8A-PM-1014-01,08A,PM,10142018,1,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,true,true,false,,true,false,false,false,false,false,false,true,runs from (goes up a tree),POINT (-73.976730206737 40.773709213914)
-73.9734762649298,40.7663703404546,3H-AM-1008-05,03H,AM,10082018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,13,,false,false,true,false,false,,false,false,false,false,true,false,false,false,,POINT (-73.9734762649298 40.7663703404546)
-73.9554891003543,40.7968774599654,40E-AM-1014-03,40E,AM,10142018,3,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9554891003543 40.79687745996541)
-73.9679008849677,40.7759013923034,14G-AM-1012-02,14G,AM,10122018,2,,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9679008849677 40.7759013923034)
-73.9563661256875,40.7966823114508,39D-AM-1008-03,39D,AM,10082018,3,Adult,Gray,,Gray+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9563661256875 40.7966823114508)
-73.9687027782726,40.7705162616199,9I-AM-1014-09,09I,AM,10142018,9,Adult,Gray,,Gray+,,Above Ground,5,,false,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.96870277827261 40.7705162616199)
-73.9624538733037,40.7883829851518,28D-AM-1012-04,28D,AM,10122018,4,Adult,Cinnamon,White,Cinnamon+White,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9624538733037 40.7883829851518)
-73.9779811967788,40.7675178797546,2D-AM-1007-01,02D,AM,10072018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9779811967788 40.7675178797546)
-73.9564011421122,40.7958097849369,38E-AM-1010-02,38E,AM,10102018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,false,climbs,POINT (-73.95640114211221 40.7958097849369)
-73.9651828383592,40.7802820943863,19F-PM-1017-06,19F,PM,10172018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,true,true,false,false,,false,false,false,false,true,true,false,false,,POINT (-73.9651828383592 40.7802820943863)
-73.9767949141123,40.774454583585,9A-PM-1010-01,09A,PM,10102018,1,Adult,,,+,,Ground Plane,FALSE,by large tree in sectioned off area,false,false,true,false,false,i think it climbed the tree when i first saw it.,false,false,false,false,false,false,true,false,,POINT (-73.9767949141123 40.774454583585)
-73.9685080639873,40.7745309794155,13G-PM-1008-03,13G,PM,10082018,3,Juvenile,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,maple tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9685080639873 40.77453097941551)
-73.9656098194149,40.7757643078973,15I-AM-1008-05,15I,AM,10082018,5,Adult,Gray,,Gray+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9656098194149 40.7757643078973)
-73.9585537668382,40.7903905787005,32F-AM-1012-03,32F,AM,10122018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,false,false,true,false,false,bringing green leaves to nest,false,false,false,false,false,false,false,false,,POINT (-73.9585537668382 40.7903905787005)
-73.9691261755936,40.7702929428604,8I-AM-1006-12,08I,AM,10062018,12,Adult,Gray,,Gray+,,Above Ground,50,tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9691261755936 40.7702929428604)
-73.9592819491968,40.7941062008626,35C-AM-1007-06,35C,AM,10072018,6,Adult,,,+,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9592819491968 40.7941062008626)
-73.973305698325,40.7783823311296,14A-PM-1014-06,14A,PM,10142018,6,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,9,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.973305698325 40.7783823311296)
-73.9764397550289,40.7737004557104,8B-AM-1007-01,08B,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.9764397550289 40.7737004557104)
-73.9711176999471,40.7724278547281,10F-PM-1019-06,10F,PM,10192018,6,Adult,Gray,White,Gray+White,,Above Ground,10,Different tree,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9711176999471 40.7724278547281)
-73.9725712588741,40.7669101832926,4H-AM-1006-02,04H,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,false,climbing (over small wire fence then on the ground),false,false,false,false,false,true,false,true,"approaches (saw me & came forward),runs from (startled by another person)",POINT (-73.9725712588741 40.7669101832926)
-73.9563203089105,40.7906275357726,33G-PM-1006-01,33G,PM,10062018,1,Juvenile,Gray,,Gray+,,Above Ground,2,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9563203089105 40.7906275357726)
-73.9579941847434,40.7991216713328,41B-PM-1014-02,41B,PM,10142018,2,Adult,Black,,Black+,,Above Ground,28,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9579941847434 40.7991216713328)
-73.9783185278595,40.7724861675504,7A-AM-1006-03,07A,AM,10062018,3,Adult,Gray,,Gray+,"3/4 length tail, hair loss",Above Ground,20,"in trees, then to ground",true,false,true,false,false,jumping,false,false,false,false,false,false,true,false,,POINT (-73.9783185278595 40.7724861675504)
-73.9718234159557,40.7810842503715,18A-AM-1012-02,18A,AM,10122018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,4,,false,false,true,true,true,burying,false,false,false,true,false,false,false,true,,POINT (-73.9718234159557 40.7810842503715)
-73.9746608786299,40.7776092078254,13A-AM-1017-01,13A,AM,10172018,1,Adult,Gray,,Gray+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9746608786299 40.7776092078254)
-73.96797780019,40.7847629473258,23B-PM-1012-05,23B,PM,10122018,5,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,5,chain link fence,false,true,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.96797780019 40.7847629473258)
-73.9655734633649,40.7805366922231,20F-AM-1014-02,20F,AM,10142018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,false,false,true,false,false,pulling leaves,true,false,false,false,false,false,false,false,,POINT (-73.9655734633649 40.7805366922231)
-73.9729394928432,40.7743256716496,11D-AM-1010-01,11D,AM,10102018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,true,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9729394928432 40.7743256716496)
-73.9648626810032,40.7804506112843,20G-AM-1018-02,20G,AM,10182018,2,Adult,Gray,,Gray+,,Above Ground,5,Ran up tree,true,false,true,false,false,,true,false,false,false,false,false,false,false,,POINT (-73.9648626810032 40.7804506112843)
-73.9566189145352,40.7883417969746,31H-PM-1008-01,31H,PM,10082018,1,Adult,Gray,White,Gray+White,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9566189145352 40.7883417969746)
-73.9686816795392,40.775770422667,14F-PM-1012-02,14F,PM,10122018,2,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,,false,false,true,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9686816795392 40.775770422667)
-73.9677054870327,40.778992870166,17E-AM-1017-03,17E,AM,10172018,3,Adult,Gray,,Gray+,,Above Ground,9,Tree trunk,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9677054870327 40.778992870166)
-73.955516031113,40.7923188156277,35G-AM-1007-01,35G,AM,10072018,1,Adult,Gray,White,Gray+White,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.955516031113 40.7923188156277)
-73.9710559113762,40.7794279914209,16C-PM-1018-01,16C,PM,10182018,1,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,3,,false,false,true,false,false,,false,false,false,false,false,false,false,false,disappeared up other side of tree,POINT (-73.9710559113762 40.7794279914209)
-73.9687476703117,40.7742856696093,12G-AM-1012-01,12G,AM,10122018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,2,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9687476703117 40.7742856696093)
-73.9675023138703,40.7872554700995,25A-PM-1007-01,25A,PM,10072018,1,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,40,tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9675023138703 40.7872554700995)
-73.9730115687964,40.7741018274312,10D-AM-1008-05,10D,AM,10082018,5,Juvenile,Gray,White,Gray+White,,Above Ground,25,,false,false,true,true,false,,false,false,false,false,false,false,false,false,,POINT (-73.9730115687964 40.7741018274312)
-73.9790010565108,40.7685732369544,2C-PM-1013-09,02C,PM,10132018,9,Adult,,,+,,Ground Plane,FALSE,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9790010565108 40.7685732369544)
-73.9582523503306,40.7996897499473,41A-PM-1007-05,41A,PM,10072018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9582523503306 40.7996897499473)
-73.969345754447,40.7770429650288,15E-AM-1013-02,15E,AM,10132018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,true,false,true,false,false,,false,false,false,false,false,true,false,false,,POINT (-73.969345754447 40.7770429650288)
-73.980854228628,40.7678702158382,1B-AM-1012-17,01B,AM,10122018,17,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,false,false,true,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.98085422862802 40.7678702158382)
-73.9716881838671,40.778553537087,15C-PM-1017-02,15C,PM,10172018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,0,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9716881838671 40.778553537087)
-73.9801902133148,40.769557595068,3A-AM-1012-03,03A,AM,10122018,3,Juvenile,Gray,"Black, Cinnamon","Gray+Black, Cinnamon",Gray & Cinnamon selected as Primary. Black selected as Highlights. Made executive adjustments.,Above Ground,1,,false,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9801902133148 40.769557595068)
-73.9741846413977,40.7762518164182,12B-PM-1018-01,12B,PM,10182018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,Climbing up rocks,false,false,true,false,true,climbing (up rocks),false,false,false,false,false,false,false,true,,POINT (-73.9741846413977 40.7762518164182)
-73.9707900566519,40.7771670550089,14D-AM-1014-09,14D,AM,10142018,9,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9707900566519 40.7771670550089)
-73.9557172336815,40.7921125657722,35G-PM-1006-01,35G,PM,10062018,1,Adult,Black,Cinnamon,Black+Cinnamon,,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9557172336815 40.7921125657722)
-73.9691031094688,40.7706693835189,9I-AM-1014-02,09I,AM,10142018,2,Adult,Gray,,Gray+,"Very far, so appx",Above Ground,35,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9691031094688 40.7706693835189)
-73.9642379942652,40.7774792520738,17I-PM-1017-01,17I,PM,10172018,1,Juvenile,Cinnamon,White,Cinnamon+White,,Above Ground,15,,false,false,true,false,false,,false,false,false,false,false,false,false,false,"was in a tree,so i couldn't really tell",POINT (-73.9642379942652 40.7774792520738)
-73.9642288873015,40.7820439983567,22F-AM-1007-06,22F,AM,10072018,6,Adult,Cinnamon,,Cinnamon+,,Ground Plane,FALSE,,false,false,true,true,false,,false,false,false,false,false,true,false,false,,POINT (-73.9642288873015 40.7820439983567)
-73.9609704650925,40.7938786854735,34B-AM-1013-03,34B,AM,10132018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,15,,true,false,true,false,false,hopping,false,false,false,false,false,true,false,true,,POINT (-73.9609704650925 40.7938786854735)
-73.9591667162801,40.7937602121568,35D-PM-1013-07,35D,PM,10132018,7,Juvenile,Gray,White,Gray+White,,Above Ground,12,tree,false,false,true,false,false,,false,false,false,false,true,false,true,false,,POINT (-73.95916671628011 40.7937602121568)
-73.9629383420274,40.7889383725489,29C-AM-1007-02,29C,AM,10072018,2,Adult,Black,Gray,Black+Gray,,Above Ground,10,,true,false,true,false,false,,false,true,false,false,false,false,false,true,,POINT (-73.9629383420274 40.7889383725489)
-73.9600964585868,40.7952339524416,36B-PM-1013-02,36B,PM,10132018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,true,true,false,true,,POINT (-73.9600964585868 40.7952339524416)
-73.953287300494,40.793520326789,37H-PM-1006-04,37H,PM,10062018,4,,,,+,,Above Ground,43,tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.953287300494 40.793520326789)
-73.9741621946917,40.7752481472025,11C-PM-1018-01,11C,PM,10182018,1,Adult,Gray,White,Gray+White,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9741621946917 40.7752481472025)
-73.9629483374528,40.7936809905265,33A-PM-1018-03,33A,PM,10182018,3,Adult,Gray,,Gray+,,Above Ground,6,,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9629483374528 40.7936809905265)
-73.9768311751004,40.7667178072558,2E-AM-1010-03,02E,AM,10102018,3,Adult,Cinnamon,,Cinnamon+,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9768311751004 40.76671780725581)
-73.9735120882106,40.7715915415169,8E-PM-1008-07,08E,PM,10082018,7,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,"5, 6, 7 all at same tree trunk base",false,true,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9735120882106 40.7715915415169)
-73.9681042612938,40.772331431865,11I-PM-1012-04,11I,PM,10122018,4,Adult,Gray,,Gray+,,Above Ground,2,,true,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9681042612938 40.772331431865)
-73.9667755678511,40.7760256836088,15H-PM-1008-02,15H,PM,10082018,2,Adult,Gray,,Gray+,,Above Ground,10,oak tree,false,true,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9667755678511 40.7760256836088)
-73.9675198230918,40.778631094685,17F-AM-1007-02,17F,AM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9675198230918 40.778631094685)
-73.9792754037291,40.7679690700399,2C-AM-1010-08,02C,AM,10102018,8,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,3,stay on side of trunk,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9792754037291 40.7679690700399)
-73.9594120573719,40.7841945750598,26I-PM-1010-05,26I,PM,10102018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,10,tree,false,false,true,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.9594120573719 40.7841945750598)
-73.9561887624471,40.7958187455815,38E-AM-1010-04,38E,AM,10102018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,true,false,false,false,true,me,POINT (-73.95618876244711 40.7958187455815)
-73.9676514056678,40.7730853732876,11H-AM-1010-01,11H,AM,10102018,1,Adult,Gray,White,Gray+White,,Above Ground,20,,false,false,true,false,false,,false,false,false,false,false,true,false,false,started climbing down to me,POINT (-73.9676514056678 40.7730853732876)
-73.9637279711853,40.7905198502307,30B-AM-1007-09,30B,AM,10072018,9,Adult,Gray,,Gray+,,Above Ground,50,,false,false,true,false,false,jumping b/w trees,false,false,false,false,false,false,false,false,,POINT (-73.9637279711853 40.7905198502307)
-73.9571233640232,40.7992458980266,41B-PM-1014-04,41B,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,40,,false,false,true,false,false,,false,false,false,false,false,false,false,false,climbing,POINT (-73.9571233640232 40.7992458980266)
-73.9578924882613,40.789806297824,32G-AM-1010-02,32G,AM,10102018,2,Adult,Gray,,Gray+,,Above Ground,13,,false,false,true,true,false,,false,false,false,false,true,false,false,true,,POINT (-73.9578924882613 40.789806297824)
-73.9785948413883,40.7718908026758,6A-PM-1012-01,06A,PM,10122018,1,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9785948413883 40.7718908026758)
-73.9666195118963,40.7839216739357,22C-PM-1006-10,22C,PM,10062018,10,Adult,Gray,,Gray+,,Above Ground,13,,false,false,true,false,false,,true,false,false,false,false,false,false,false,,POINT (-73.9666195118963 40.78392167393571)
-73.9706323458769,40.7713196034265,9G-PM-1007-03,09G,PM,10072018,3,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9706323458769 40.771319603426505)
-73.9533923917973,40.7961701874769,40G-AM-1007-01,40G,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,large tree,false,false,true,true,false,,false,false,false,false,false,false,true,false,,POINT (-73.9533923917973 40.7961701874769)
-73.9547959269955,40.7925162926273,36H-PM-1008-01,36H,PM,10082018,1,Adult,Gray,White,Gray+White,white belly,Above Ground,20,,true,false,true,false,true,,true,true,false,false,false,false,true,false,,POINT (-73.9547959269955 40.7925162926273)
-73.9613862251332,40.791282169715,32C-AM-1014-03,32C,AM,10142018,3,Adult,Gray,,Gray+,,Above Ground,3,,false,true,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9613862251332 40.791282169715)
-73.9631045499811,40.7906180969472,30B-PM-1019-04,30B,PM,10192018,4,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Ground Plane,FALSE,,true,false,true,true,true,,false,false,false,false,false,false,false,true,,POINT (-73.9631045499811 40.7906180969472)
-73.9683994064731,40.7710765500799,9I-AM-1014-06,09I,AM,10142018,6,Adult,Cinnamon,White,Cinnamon+White,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,false,false,true,false,,POINT (-73.96839940647311 40.7710765500799)
-73.9673160165357,40.7766158001202,15G-PM-1019-12,15G,PM,10192018,12,Adult,Gray,,Gray+,,Above Ground,4,,false,false,true,false,false,,false,false,false,false,false,false,false,false,stared,POINT (-73.9673160165357 40.7766158001202)
-73.9672950266018,40.7782477517567,17F-PM-1020-01,17F,PM,10202018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9672950266018 40.7782477517567)
-73.9635689059841,40.790163434915,30B-PM-1019-03,30B,PM,10192018,3,Adult,Gray,Black,Gray+Black,,Above Ground,10,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9635689059841 40.790163434915)
-73.9703149829421,40.7785583630323,16D-AM-1007-01,16D,AM,10072018,1,Adult,Gray,White,Gray+White,,Above Ground,3,,false,false,true,true,false,,false,false,false,false,false,false,false,true,,POINT (-73.9703149829421 40.7785583630323)
-73.9689723590015,40.7756860990338,13F-AM-1007-01,13F,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,20,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9689723590015 40.7756860990338)
-73.9755569170561,40.7668006977526,2F-AM-1006-03,02F,AM,10062018,3,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,25,in tree,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9755569170561 40.7668006977526)
-73.9552035011902,40.7889851896334,32I-AM-1013-06,32I,AM,10132018,6,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,3,In and below shrub,false,false,true,false,true,,false,false,false,true,false,false,true,false,,POINT (-73.9552035011902 40.7889851896334)
-73.9548853492712,40.7984783584388,41D-PM-1014-04,41D,PM,10142018,4,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,false,false,true,false,false,jumping tree to tree,false,false,false,false,false,false,false,false,,POINT (-73.9548853492712 40.7984783584388)
-73.9632868561794,40.7907806312915,30B-AM-1007-06,30B,AM,10072018,6,Adult,Gray,,Gray+,,Above Ground,5,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9632868561794 40.7907806312915)
-73.9772569909673,40.7664804797448,1E-AM-1006-02,01E,AM,10062018,2,Adult,Gray,Cinnamon,Gray+Cinnamon,,Ground Plane,FALSE,,false,false,true,false,true,,false,false,false,false,true,false,true,false,,POINT (-73.9772569909673 40.7664804797448)
-73.9643236505425,40.7887854771596,28C-AM-1014-02,28C,AM,10142018,2,Adult,Gray,,Gray+,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9643236505425 40.7887854771596)
-73.9693254080548,40.7761600327118,14F-AM-1007-01,14F,AM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,30,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9693254080548 40.7761600327118)
-73.9730420696993,40.7786151019726,15B-AM-1014-01,15B,AM,10142018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,40,,false,false,true,false,true,,false,false,false,false,false,false,false,false,,POINT (-73.9730420696993 40.7786151019726)
-73.9782120139407,40.7717154468791,6A-AM-1006-05,06A,AM,10062018,5,Adult,Gray,"Cinnamon, White","Gray+Cinnamon, White",,Above Ground,4,tree,false,false,true,false,false,,false,false,false,true,true,false,false,false,curious,POINT (-73.9782120139407 40.7717154468791)
-73.9613747032702,40.7920483852431,33C-PM-1007-01,33C,PM,10072018,1,Adult,Gray,,Gray+,,Ground Plane,FALSE,,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9613747032702 40.792048385243106)
-73.9685859705486,40.7848805065322,23A-AM-1018-04,23A,AM,10182018,4,Adult,Gray,,Gray+,,Above Ground,3,Tree,false,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9685859705486 40.7848805065322)
-73.9632337134707,40.7914682370734,31B-PM-1007-01,31B,PM,10072018,1,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,10,,false,true,true,false,false,chasing #2 and climbing tree w/ #2,false,false,false,false,false,false,false,true,,POINT (-73.9632337134707 40.7914682370734)
-73.9540257319561,40.798408619116,42E-PM-1012-02,42E,PM,10122018,2,Juvenile,Gray,Cinnamon,Gray+Cinnamon,,,,,true,false,true,false,false,,false,false,false,false,false,false,true,true,,POINT (-73.9540257319561 40.798408619116)
-73.9695305996721,40.7745386896959,12F-PM-1007-02,12F,PM,10072018,2,Adult,Cinnamon,Gray,Cinnamon+Gray,,Ground Plane,FALSE,,false,false,true,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9695305996721 40.7745386896959)
-73.9703774000082,40.7717607551555,9G-AM-1007-01,09G,AM,10072018,1,Adult,Gray,,Gray+,,Above Ground,50,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9703774000082 40.7717607551555)
-73.9722737593623,40.768963018754,6G-AM-1008-04,06G,AM,10082018,4,Juvenile,Gray,Cinnamon,Gray+Cinnamon,very long tail,Above Ground,20,tree,true,false,true,false,false,,false,false,false,false,true,false,false,true,,POINT (-73.9722737593623 40.768963018754)
-73.9680855277775,40.7769251965381,15F-AM-1007-10,15F,AM,10072018,10,Adult,Cinnamon,Gray,Cinnamon+Gray,,Above Ground,20,,true,false,true,false,false,,false,false,false,false,false,false,false,true,,POINT (-73.9680855277775 40.7769251965381)
-73.9713399316534,40.7750678026757,12E-PM-1018-02,12E,PM,10182018,2,Adult,Black,"Cinnamon, White","Black+Cinnamon, White",Black & Cinnamon selected as Primary. White selected as Highlights. Made executive adjustments.,Above Ground,3,,false,false,true,false,false,lounging on tree upside down,false,false,false,false,true,false,true,false,,POINT (-73.9713399316534 40.7750678026757)
-73.9679955831115,40.7818431607916,20C-PM-1018-04,20C,PM,10182018,4,Adult,Gray,,Gray+,,Above Ground,8,,false,false,true,false,false,,false,false,false,false,false,false,false,false,,POINT (-73.9679955831115 40.7818431607916)
-73.9584106786233,40.7902777556926,32F-PM-1008-02,32F,PM,10082018,2,Adult,Gray,White,Gray+White,,Ground Plane,FALSE,,false,false,true,true,true,,false,false,false,false,false,false,true,false,,POINT (-73.9584106786233 40.7902777556926)
-73.9735547926323,40.7723420076108,8D-AM-1007-02,08D,AM,10072018,2,Adult,Gray,,Gray+,,Above Ground,12,,false,false,true,false,false,,false,false,false,false,false,false,true,false,,POINT (-73.9735547926323 40.7723420076108)
-73.9761527947483,40.7709607002539,6C-AM-1007-06,06C,AM,10072018,6,Adult,Gray,Cinnamon,Gray+Cinnamon,,Above Ground,7,,false,false,true,false,false,,false,false,false,false,false,false,false,false,disappeared when jogger ran by,POINT (-73.9761527947483 40.7709607002539)
